log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC15_1,duration,nagelkerke,Nagelkerke R2,reference,majority,216,False,0.030852987929088617,0.0,0.0,0.09690388090588273,0.030852987929088617,0.030852987929088617,-0.06605089297679412,0.355
BPIC15_1,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.030852987929088617,0.0,0.0,0.09690388090588273,0.030852987929088617,0.030852987929088617,-0.06605089297679412,0.355
BPIC15_1,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,216,False,0.013178993234187458,0.0,0.0,0.08619201498111177,0.013178993234187458,0.013178993234187458,-0.07301302174692431,0.20079999999999992
BPIC15_1,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.013178993234187458,0.0,0.0,0.08619201498111177,0.013178993234187458,0.013178993234187458,-0.07301302174692431,0.20079999999999992
BPIC15_1,duration,nagelkerke,Nagelkerke R2,concentrated,majority,216,False,0.013178993234187458,0.0,0.0,0.08619201498111177,0.013178993234187458,0.013178993234187458,-0.07301302174692431,0.20079999999999992
BPIC15_1,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,False,0.013178993234187458,0.0,0.0,0.08619201498111177,0.013178993234187458,0.013178993234187458,-0.07301302174692431,0.20079999999999992
BPIC15_1,handover,ap,average precision,equal-level,one-number,216,True,0.0003518879062058098,0.0,0.0,0.0003518879062058098,0.005778976088605387,0.0003518879062058098,0.005427088182399578,0.8518518518518519
BPIC15_1,handover,ap,average precision,equal-level,uniform-beneficial,216,False,0.005778976088605387,0.005427088182399577,15.422775510862312,0.0003518879062058098,0.005778976088605387,0.0003518879062058098,0.005427088182399578,0.8518518518518519
BPIC15_1,handover,ap,average precision,equal-level,majority,216,True,0.0003518879062058098,0.0,0.0,0.0003518879062058098,0.005778976088605387,0.0003518879062058098,0.005427088182399578,0.8518518518518519
BPIC15_1,handover,ap,average precision,equal-level,weighted-mean,216,True,0.0003518879062058098,0.0,0.0,0.0003518879062058098,0.005778976088605387,0.0003518879062058098,0.005427088182399578,0.8518518518518519
BPIC15_1,handover,ap,average precision,reference,one-number,216,True,0.0002743110605865696,0.0,0.0,0.0002743110605865696,0.005470545414163886,0.0002743110605865696,0.005196234353577317,0.9037500000000002
BPIC15_1,handover,ap,average precision,reference,uniform-beneficial,216,False,0.005470545414163886,0.005196234353577316,18.94285393547753,0.0002743110605865696,0.005470545414163886,0.0002743110605865696,0.005196234353577317,0.9037500000000002
BPIC15_1,handover,ap,average precision,reference,majority,216,True,0.0002743110605865696,0.0,0.0,0.0002743110605865696,0.005470545414163886,0.0002743110605865696,0.005196234353577317,0.9037500000000002
BPIC15_1,handover,ap,average precision,reference,weighted-mean,216,True,0.0002743110605865696,0.0,0.0,0.0002743110605865696,0.005470545414163886,0.0002743110605865696,0.005196234353577317,0.9037500000000002
BPIC15_1,handover,ap,average precision,concentrated,one-number,216,True,4.565071513982266e-05,0.0,0.0,4.565071513982266e-05,0.0036913793006502433,4.565071513982266e-05,0.0036457285855104205,0.9802559999999999
BPIC15_1,handover,ap,average precision,concentrated,uniform-beneficial,216,False,0.0036913793006502433,0.0036457285855104205,79.86136853155513,4.565071513982266e-05,0.0036913793006502433,4.565071513982266e-05,0.0036457285855104205,0.9802559999999999
BPIC15_1,handover,ap,average precision,concentrated,majority,216,True,4.565071513982266e-05,0.0,0.0,4.565071513982266e-05,0.0036913793006502433,4.565071513982266e-05,0.0036457285855104205,0.9802559999999999
BPIC15_1,handover,ap,average precision,concentrated,weighted-mean,216,True,4.565071513982266e-05,0.0,0.0,4.565071513982266e-05,0.0036913793006502433,4.565071513982266e-05,0.0036457285855104205,0.9802559999999999
BPIC15_1,handover,auc,AUC,equal-level,one-number,216,True,0.002278796407148144,0.0,0.0,0.002278796407148144,0.02102570132460283,0.002278796407148144,0.01874690491745469,0.7731481481481481
BPIC15_1,handover,auc,AUC,equal-level,uniform-beneficial,216,False,0.02102570132460283,0.018746904917454687,8.226669507925005,0.002278796407148144,0.02102570132460283,0.002278796407148144,0.01874690491745469,0.7731481481481481
BPIC15_1,handover,auc,AUC,equal-level,majority,216,True,0.002278796407148144,0.0,0.0,0.002278796407148144,0.02102570132460283,0.002278796407148144,0.01874690491745469,0.7731481481481481
BPIC15_1,handover,auc,AUC,equal-level,weighted-mean,216,True,0.002278796407148144,0.0,0.0,0.002278796407148144,0.02102570132460283,0.002278796407148144,0.01874690491745469,0.7731481481481481
BPIC15_1,handover,auc,AUC,reference,one-number,216,True,0.0013952796257653793,0.0,0.0,0.0013952796257653793,0.01981888533865552,0.0013952796257653793,0.018423605712890142,0.8587500000000001
BPIC15_1,handover,auc,AUC,reference,uniform-beneficial,216,False,0.01981888533865552,0.018423605712890142,13.204239044760573,0.0013952796257653793,0.01981888533865552,0.0013952796257653793,0.018423605712890142,0.8587500000000001
BPIC15_1,handover,auc,AUC,reference,majority,216,True,0.0013952796257653793,0.0,0.0,0.0013952796257653793,0.01981888533865552,0.0013952796257653793,0.018423605712890142,0.8587500000000001
BPIC15_1,handover,auc,AUC,reference,weighted-mean,216,True,0.0013952796257653793,0.0,0.0,0.0013952796257653793,0.01981888533865552,0.0013952796257653793,0.018423605712890142,0.8587500000000001
BPIC15_1,handover,auc,AUC,concentrated,one-number,216,True,0.0002442083466024115,0.0,0.0,0.0002442083466024115,0.014061196636360674,0.0002442083466024115,0.013816988289758263,0.9663360000000001
BPIC15_1,handover,auc,AUC,concentrated,uniform-beneficial,216,False,0.014061196636360674,0.013816988289758263,56.578689803151164,0.0002442083466024115,0.014061196636360674,0.0002442083466024115,0.013816988289758263,0.9663360000000001
BPIC15_1,handover,auc,AUC,concentrated,majority,216,True,0.0002442083466024115,0.0,0.0,0.0002442083466024115,0.014061196636360674,0.0002442083466024115,0.013816988289758263,0.9663360000000001
BPIC15_1,handover,auc,AUC,concentrated,weighted-mean,216,True,0.0002442083466024115,0.0,0.0,0.0002442083466024115,0.014061196636360674,0.0002442083466024115,0.013816988289758263,0.9663360000000001
BPIC15_1,handover,brier_skill,Brier skill,equal-level,one-number,216,True,0.008463819323416649,0.0,0.0,0.008463819323416649,0.06359199362985002,0.008463819323416649,0.05512817430643337,0.7407407407407407
BPIC15_1,handover,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.06359199362985002,0.05512817430643337,6.513392146015163,0.008463819323416649,0.06359199362985002,0.008463819323416649,0.05512817430643337,0.7407407407407407
BPIC15_1,handover,brier_skill,Brier skill,equal-level,majority,216,True,0.008463819323416649,0.0,0.0,0.008463819323416649,0.06359199362985002,0.008463819323416649,0.05512817430643337,0.7407407407407407
BPIC15_1,handover,brier_skill,Brier skill,equal-level,weighted-mean,216,True,0.008463819323416649,0.0,0.0,0.008463819323416649,0.06359199362985002,0.008463819323416649,0.05512817430643337,0.7407407407407407
BPIC15_1,handover,brier_skill,Brier skill,reference,one-number,216,True,0.006340105069268937,0.0,0.0,0.006340105069268937,0.07440490048130904,0.006340105069268937,0.0680647954120401,0.8150000000000002
BPIC15_1,handover,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.07440490048130904,0.06806479541204011,10.735594232019329,0.006340105069268937,0.07440490048130904,0.006340105069268937,0.0680647954120401,0.8150000000000002
BPIC15_1,handover,brier_skill,Brier skill,reference,majority,216,True,0.006340105069268937,0.0,0.0,0.006340105069268937,0.07440490048130904,0.006340105069268937,0.0680647954120401,0.8150000000000002
BPIC15_1,handover,brier_skill,Brier skill,reference,weighted-mean,216,True,0.006340105069268937,0.0,0.0,0.006340105069268937,0.07440490048130904,0.006340105069268937,0.0680647954120401,0.8150000000000002
BPIC15_1,handover,brier_skill,Brier skill,concentrated,one-number,216,True,0.0015594738280482697,0.0,0.0,0.0015594738280482697,0.05325143305132801,0.0015594738280482697,0.05169195922327974,0.93872
BPIC15_1,handover,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.05325143305132801,0.051691959223279745,33.14705145643505,0.0015594738280482697,0.05325143305132801,0.0015594738280482697,0.05169195922327974,0.93872
BPIC15_1,handover,brier_skill,Brier skill,concentrated,majority,216,True,0.0015594738280482697,0.0,0.0,0.0015594738280482697,0.05325143305132801,0.0015594738280482697,0.05169195922327974,0.93872
BPIC15_1,handover,brier_skill,Brier skill,concentrated,weighted-mean,216,True,0.0015594738280482697,0.0,0.0,0.0015594738280482697,0.05325143305132801,0.0015594738280482697,0.05169195922327974,0.93872
BPIC15_1,handover,logloss_skill,log-loss skill,equal-level,one-number,216,True,0.05002045484479319,0.0,0.0,0.05002045484479319,0.07858071525818675,0.05002045484479319,0.02856026041339356,0.7129629629629629
BPIC15_1,handover,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.07858071525818675,0.028560260413393553,0.5709716255482329,0.05002045484479319,0.07858071525818675,0.05002045484479319,0.02856026041339356,0.7129629629629629
BPIC15_1,handover,logloss_skill,log-loss skill,equal-level,majority,216,True,0.05002045484479319,0.0,0.0,0.05002045484479319,0.07858071525818675,0.05002045484479319,0.02856026041339356,0.7129629629629629
BPIC15_1,handover,logloss_skill,log-loss skill,equal-level,weighted-mean,216,True,0.05002045484479319,0.0,0.0,0.05002045484479319,0.07858071525818675,0.05002045484479319,0.02856026041339356,0.7129629629629629
BPIC15_1,handover,logloss_skill,log-loss skill,reference,one-number,216,True,0.026799198274056905,0.0,0.0,0.026799198274056905,0.10044736285087838,0.026799198274056905,0.07364816457682148,0.8325000000000001
BPIC15_1,handover,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.10044736285087838,0.07364816457682147,2.748148053672073,0.026799198274056905,0.10044736285087838,0.026799198274056905,0.07364816457682148,0.8325000000000001
BPIC15_1,handover,logloss_skill,log-loss skill,reference,majority,216,True,0.026799198274056905,0.0,0.0,0.026799198274056905,0.10044736285087838,0.026799198274056905,0.07364816457682148,0.8325000000000001
BPIC15_1,handover,logloss_skill,log-loss skill,reference,weighted-mean,216,True,0.026799198274056905,0.0,0.0,0.026799198274056905,0.10044736285087838,0.026799198274056905,0.07364816457682148,0.8325000000000001
BPIC15_1,handover,logloss_skill,log-loss skill,concentrated,one-number,216,True,0.0025813441466024586,0.0,0.0,0.0025813441466024586,0.07152654123781975,0.0025813441466024586,0.0689451970912173,0.952704
BPIC15_1,handover,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.07152654123781975,0.0689451970912173,26.709029550345825,0.0025813441466024586,0.07152654123781975,0.0025813441466024586,0.0689451970912173,0.952704
BPIC15_1,handover,logloss_skill,log-loss skill,concentrated,majority,216,True,0.0025813441466024586,0.0,0.0,0.0025813441466024586,0.07152654123781975,0.0025813441466024586,0.0689451970912173,0.952704
BPIC15_1,handover,logloss_skill,log-loss skill,concentrated,weighted-mean,216,True,0.0025813441466024586,0.0,0.0,0.0025813441466024586,0.07152654123781975,0.0025813441466024586,0.0689451970912173,0.952704
BPIC15_1,handover,nagelkerke,Nagelkerke R2,equal-level,one-number,216,True,0.2437409951300836,0.14120754287137766,1.3771851016494763,0.2437409951300836,0.10253345225870594,0.10253345225870594,-0.14120754287137766,0.7129629629629629
BPIC15_1,handover,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.10253345225870594,0.0,0.0,0.2437409951300836,0.10253345225870594,0.10253345225870594,-0.14120754287137766,0.7129629629629629
BPIC15_1,handover,nagelkerke,Nagelkerke R2,equal-level,majority,216,True,0.2437409951300836,0.14120754287137766,1.3771851016494763,0.2437409951300836,0.10253345225870594,0.10253345225870594,-0.14120754287137766,0.7129629629629629
BPIC15_1,handover,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.10253345225870594,0.0,0.0,0.2437409951300836,0.10253345225870594,0.10253345225870594,-0.14120754287137766,0.7129629629629629
BPIC15_1,handover,nagelkerke,Nagelkerke R2,reference,one-number,216,True,0.12958529422867845,0.0,0.0,0.12958529422867845,0.13234808079875257,0.12958529422867845,0.0027627865700740953,0.8325000000000001
BPIC15_1,handover,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.13234808079875257,0.002762786570074116,0.02132021682335838,0.12958529422867845,0.13234808079875257,0.12958529422867845,0.0027627865700740953,0.8325000000000001
BPIC15_1,handover,nagelkerke,Nagelkerke R2,reference,majority,216,True,0.12958529422867845,0.0,0.0,0.12958529422867845,0.13234808079875257,0.12958529422867845,0.0027627865700740953,0.8325000000000001
BPIC15_1,handover,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,True,0.12958529422867845,0.0,0.0,0.12958529422867845,0.13234808079875257,0.12958529422867845,0.0027627865700740953,0.8325000000000001
BPIC15_1,handover,nagelkerke,Nagelkerke R2,concentrated,one-number,216,True,0.010388743575299484,0.0,0.0,0.010388743575299484,0.08943095197195752,0.010388743575299484,0.07904220839665803,0.952704
BPIC15_1,handover,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.08943095197195752,0.07904220839665804,7.608447337615553,0.010388743575299484,0.08943095197195752,0.010388743575299484,0.07904220839665803,0.952704
BPIC15_1,handover,nagelkerke,Nagelkerke R2,concentrated,majority,216,True,0.010388743575299484,0.0,0.0,0.010388743575299484,0.08943095197195752,0.010388743575299484,0.07904220839665803,0.952704
BPIC15_1,handover,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,True,0.010388743575299484,0.0,0.0,0.010388743575299484,0.08943095197195752,0.010388743575299484,0.07904220839665803,0.952704
BPIC15_3,duration,ap,average precision,equal-level,one-number,216,True,0.0032944425376051204,0.0,0.0,0.0032944425376051204,0.06140135320545791,0.0032944425376051204,0.05810691066785279,0.8796296296296295
BPIC15_3,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.06140135320545791,0.05810691066785279,17.637858303667162,0.0032944425376051204,0.06140135320545791,0.0032944425376051204,0.05810691066785279,0.8796296296296295
BPIC15_3,duration,ap,average precision,equal-level,majority,216,True,0.0032944425376051204,0.0,0.0,0.0032944425376051204,0.06140135320545791,0.0032944425376051204,0.05810691066785279,0.8796296296296295
BPIC15_3,duration,ap,average precision,equal-level,weighted-mean,216,True,0.0032944425376051204,0.0,0.0,0.0032944425376051204,0.06140135320545791,0.0032944425376051204,0.05810691066785279,0.8796296296296295
BPIC15_3,duration,ap,average precision,reference,one-number,216,True,0.0021801349842661267,0.0,0.0,0.0021801349842661267,0.06563959199147924,0.0021801349842661267,0.06345945700721312,0.9162500000000002
BPIC15_3,duration,ap,average precision,reference,uniform-beneficial,216,False,0.06563959199147924,0.06345945700721312,29.10804031181341,0.0021801349842661267,0.06563959199147924,0.0021801349842661267,0.06345945700721312,0.9162500000000002
BPIC15_3,duration,ap,average precision,reference,majority,216,True,0.0021801349842661267,0.0,0.0,0.0021801349842661267,0.06563959199147924,0.0021801349842661267,0.06345945700721312,0.9162500000000002
BPIC15_3,duration,ap,average precision,reference,weighted-mean,216,True,0.0021801349842661267,0.0,0.0,0.0021801349842661267,0.06563959199147924,0.0021801349842661267,0.06345945700721312,0.9162500000000002
BPIC15_3,duration,ap,average precision,concentrated,one-number,216,True,0.00025116667795367696,0.0,0.0,0.00025116667795367696,0.04488815979683354,0.00025116667795367696,0.04463699311887986,0.9516800000000001
BPIC15_3,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.04488815979683354,0.044636993118879864,177.71861093417945,0.00025116667795367696,0.04488815979683354,0.00025116667795367696,0.04463699311887986,0.9516800000000001
